"ID","ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历,城市"
"2023","2023,女,法学,本科,公务员,医疗,8500.0,青岛,5,否,"
"2024","2024,女,金融学,硕士,创业,制造业,,成都,1,是,上海 "
"2025","2025,女,机械工程,,自由职业,教育,14000.0,武汉,3,是,"
"2026","2026,女,机械工程,硕士,考研,制造业,14500.0,上海,5,是,"
"2027","2027,男,土木工程,本科,考研,教育,9500.0,成都,3,是,"
"2028","2028,男,,本科,自由职业,政府机关,10500.0,深圳,3,否,"
"2029","2029,男,计算机,硕士,自由职业,政府机关,11000.0,上海,4,否,"
"2030","2030,女,计算机,,公务员,银行,7500.0,西安,5,是,"
"2031","2031,男,,本科,,医疗,45805.378134541505,广州,5,否,"
"2032","2032,女,电子信息,本科,考研,政府机关,,杭州,3,是,"
"2033","2033,女,环境工程,博士,公务员,建筑,11500.0,杭州,差,是,"
"2034","2034,男,土木工程,,自由职业,互联网,1679035,深圳,2.3894146506420606,是,"
"2035","2035,男,汉语言文学,硕士,就业,制造业,13000.0,上海,2,否,"
"2036","2036,女,计算机,本科,考研,互联网,8500.0,深圳,2,否,"
"2037","2037,女,电子信息,本科,,政府机关,15000.0,杭州,3,否,"
"2038","2038,男,机械工程,博士,出国,政府机关,4000.0,南京,3,是,"
"2039","2039,男,机械工程,,,文化传媒,9500.0,西安,3,否,"
"2040","2040,女,,本科,,文化传媒,11000.0,北京,1,否,"
"2041","2041,男,土木工程,博士,考研,文化传媒,12500.0,武汉,3,否,"
"2042","2042,男,汉语言文学,硕士,就业,银行,14000.0,成都,4,否,上海 "
"2043","2043,男,市场营销,硕士,,建筑,6500.0,武汉,1,是,上海 "
"2044","2044,男,机械工程,博士,出国,银行,1206530,深圳,5,否,上海 "
"2045","2045,女,环境工程,硕士,考研,文化传媒,1409262,成都,5,是,"
"2046","2046,男,土木工程,,公务员,建筑,7000.0,深圳,3,否,上海 "
"2047","2047,男,计算机,本科,公务员,互联网,未知,深圳,5,否,"
"2048","2048,女,电子信息,博士,自由职业,互联网,-9393,广州,2,是,"
"2049","2049,男,电子信息,,出国,文化传媒,13500.0,青岛,1,是,"
"2050","2050,男,电子信息,本科,公务员,政府机关,11500.0,深圳,3,否,"
"2051","2051,男,机械工程,本科,自由职业,医疗,5500.0,杭州,5,否,"
"2052","2052,男,环境工程,博士,自由职业,建筑,5500.0,上海,差,是,上海 "
"2053","2053,男,临床医学,本科,自由职业,政府机关,14000.0,深圳,2,是,"
"2054","2054,女,临床医学,硕士,自由职业,医疗,未知,成都,5,否,"
"2055","2055,男,临床医学,博士,就业,文化传媒,4500.0,武汉,5,是,"
"2056","2056,男,金融学,博士,考研,医疗,,上海,4,是,"
"2057","2057,其他1,,硕士,自由职业,制造业,6000.0,杭州,2,否,"
"2058","2058,男,市场营销,博士,创业,银行,14500.0,成都,1,是,"
"2059","2059,女,临床医学,博士,,教育,未知,广州,1,否,"
"2060","2060,女,金融学,博士,创业,医疗,13000.0,深圳,1,否,上海 "
"2061","2061,女,计算机,博士,出国,教育,10500.0,武汉,5,否,"
"2062","2062,女,机械工程,本科,公务员,文化传媒,10000.0,杭州,5,是,"
"2063","2063,男,机械工程,博士,出国,银行,5000.0,杭州,差,否,"
"2064","2064,男,环境工程,本科,,文化传媒,9000.0,上海,3,否,"
"2065","2065,女,电子信息,博士,出国,政府机关,12500.0,深圳,4,否,"
"2066","2066,女,金融学,硕士,自由职业,互联网,-9584,南京,4,否,"
"2067","2067,女,市场营销,博士,公务员,医疗,15000.0,广州,1,否,"
"2068","2068,男,计算机,博士,考研,互联网,,上海,3,否,"
"2069","2069,男,金融学,硕士,,文化传媒,7500.0,北京,2.723362526947107,是,"
"2070","2070,女,,硕士,公务员,文化传媒,,上海,5,否,"
"2071","2071,女,市场营销,本科,就业,制造业,11500.0,北京,1,是,"
"2072","2072,男,,,就业,互联网,13500.0,南京,5,是,"
"2073","2073,女,汉语言文学,本科,自由职业,政府机关,46548.70652531266,杭州,1,否,"
"2074","2074,男,,本科,创业,文化传媒,14000.0,青岛,1,是,"
"2075","2075,其他1,汉语言文学,硕士,自由职业,政府机关,13000.0,深圳,1.5073439384964604,是,"
"2076","2076,男,法学,博士,公务员,制造业,10500.0,南京,4,是,"
"2077","2077,男,环境工程,本科,出国,互联网,12500.0,西安,1,否,"
"2078","2078,男,环境工程,,创业,建筑,4500.0,北京,2,是,"
"2079","2079,女,,硕士,考研,文化传媒,9000.0,武汉,1,是,"
"2080","2080,男,环境工程,硕士,考研,教育,13500.0,杭州,5,是,"
"2081","2081,女,机械工程,本科,出国,互联网,10500.0,深圳,5,否,"
"2082","2082,男,土木工程,硕士,,制造业,11000.0,深圳,4,否,"
"2083","2083,男,临床医学,本科,,银行,9000.0,西安,5,是,"
"2084","2084,男,,博士,公务员,医疗,,青岛,5,否,"
"2085","2085,女,金融学,硕士,,建筑,14500.0,广州,2,否,上海 "
"2086","2086,男,土木工程,硕士,,教育,28525.690602032977,成都,4.1117677140804805,是,"
"2087","2087,女,临床医学,,就业,互联网,4483409,杭州,差,是,"
"2088","2088,男,金融学,博士,,建筑,15000.0,青岛,1,是,"
"2089","2089,男,金融学,本科,就业,文化传媒,11500.0,南京,1,是,"
"2090","2090,女,电子信息,本科,公务员,互联网,12500.0,南京,3,否,"
"2091","2091,男,机械工程,本科,自由职业,银行,,深圳,3.3224951662650586,是,上海 "
"2092","2092,女,汉语言文学,博士,就业,互联网,10000.0,武汉,3,否,"
"2093","2093,男,,硕士,出国,银行,10500.0,南京,5,否,"
"2094","2094,女,临床医学,本科,就业,教育,14500.0,北京,3,是,上海 "
"2095","2095, 女,电子信息,博士,公务员,建筑,-6068,南京,差,是,上海 "
"2096","2096,其他1,土木工程,博士,出国,建筑,11500.0,杭州,3.5244208248692814,否,上海 "
"2097","2097,男,电子信息,本科,就业,互联网,12000.0,杭州,5,否,"
"2098","2098,男,临床医学,硕士,自由职业,文化传媒,4000.0,南京,1,是,上海 "
"2099","2099,男,临床医学,硕士,考研,文化传媒,7500.0,青岛,1,否,"
"2100","2100,男,土木工程,博士,考研,政府机关,4000.0,北京,1,否,上海 "
"2101","2101,男,,本科,考研,医疗,8000.0,深圳,5,是,"
"2102","2102,男,,本科,创业,建筑,7000.0,西安,5,是,"
"2103","2103,男,汉语言文学,本科,自由职业,文化传媒,23586.62504505972,上海,3,是,"
"2104","2104, 女,土木工程,,公务员,建筑,11500.0,南京,2,是,"
"2105","2105,女,电子信息,硕士,考研,政府机关,5000.0,广州,1,是,"
"2106","2106,女,,硕士,自由职业,文化传媒,8500.0,青岛,2,否,"
"2107","2107,男,汉语言文学,硕士,自由职业,制造业,7500.0,上海,1,否,"
"2108","2108,男,金融学,本科,创业,文化传媒,14000.0,杭州,2.7689791765895153,是,"
"2109","2109,男,,硕士,公务员,银行,11000.0,杭州,4,否,"
"2110","2110,男,金融学,,考研,政府机关,10500.0,青岛,1.8090658759573826,否,"
"2111","2111,女,市场营销,硕士,创业,互联网,10000.0,西安,2,否,"
"2112","2112,其他1,环境工程,本科,出国,医疗,-9513,西安,1,是,上海 "
"2113","2113,男,市场营销,本科,考研,制造业,13500.0,西安,1,否,"
"2114","2114,男,汉语言文学,博士,创业,银行,未知,成都,2,是,"
"2115","2115,女,机械工程,硕士,公务员,政府机关,10500.0,西安,5,否,"
"2116","2116,男,汉语言文学,本科,考研,政府机关,11000.0,成都,1,是,"
"2117","2117,女,计算机,硕士,就业,政府机关,,成都,2,否,"
"2118","2118,女,,本科,创业,制造业,1987781,武汉,2,是,"
"2119","2119,男,机械工程,本科,创业,互联网,,武汉,3,否,"
"2120","2120,男,环境工程,博士,自由职业,政府机关,13000.0,北京,5,是,"
"2121","2121,女,金融学,硕士,,银行,5000.0,北京,5,是,"
"2122","2122,女,,博士,,银行,14500.0,杭州,2,是,"
"2123","2123,女,环境工程,本科,创业,政府机关,4000.0,南京,4.441756871235251,否,"
"2124","2124,男,市场营销,本科,自由职业,教育,10500.0,青岛,2,否,"
"2125","2125,男,法学,博士,,教育,13500.0,成都,1,否,"
"2126","2126,男,汉语言文学,本科,创业,教育,5500.0,武汉,4.781500855308895,是,"
"2127","2127,男,机械工程,硕士,创业,文化传媒,10500.0,深圳,2,否,"
"2128","2128,男,,本科,创业,制造业,7500.0,深圳,1.2963771648848688,否,"
"2129","2129,男,临床医学,本科,出国,教育,5500.0,广州,差,是,"
"2130","2130,男,土木工程,博士,自由职业,医疗,15000.0,南京,5,否,"
"2131","2131,男,电子信息,硕士,创业,制造业,8000.0,西安,2,否,"
"2132","2132,女,,本科,考研,文化传媒,未知,南京,1,否,"
"2133","2133,男,汉语言文学,,考研,互联网,-5302,上海,2,是,"
"2134","2134,男,机械工程,博士,,医疗,15000.0,杭州,4,是,"
"2135","2135,男,,博士,考研,建筑,32870.44700002119,深圳,3,否,"
"2136","2136,男,土木工程,博士,公务员,银行,32190.70415102617,南京,2.661107709117002,否,"
"2137","2137,女,市场营销,,自由职业,政府机关,10524.68223573255,青岛,4,是,"
"2138","2138,女,计算机,本科,考研,建筑,11500.0,西安,2,是,"
"2139","2139,男,,本科,,文化传媒,11500.0,北京,2,否,"
"2140","2140,男,法学,本科,创业,政府机关,13500.0,广州,3,是,"
"2141","2141, 女,市场营销,本科,出国,政府机关,4500.0,广州,5,是,"
"2142","2142,女,,本科,考研,教育,10000.0,南京,1,否,上海 "
"2143","2143,女,法学,,考研,政府机关,未知,深圳,3,是,"
"2144","2144,女,电子信息,博士,出国,建筑,7000.0,南京,5,是,"
"2145","2145,女,电子信息,硕士,自由职业,医疗,13500.0,西安,3,是,"
"2146","2146,女,临床医学,本科,出国,医疗,14500.0,成都,1,是,"
"2147","2147,女,机械工程,本科,创业,教育,-7657,深圳,1,是,上海 "
"2148","2148,女,土木工程,本科,自由职业,制造业,5000.0,上海,2,否,"
"2149","2149,男,法学,博士,就业,建筑,7500.0,杭州,3,是,"
"2150","2150,男,机械工程,博士,自由职业,文化传媒,12500.0,北京,4,否,上海 "
"2151","2151,女,机械工程,本科,创业,制造业,-1529,深圳,差,否,"
"2152","2152,男,电子信息,硕士,创业,互联网,37941.99046113869,深圳,2,是,"
"2153","2153,男,金融学,本科,考研,政府机关,6500.0,武汉,3,是,上海 "
"2154","2154,男,电子信息,博士,创业,政府机关,15000.0,青岛,4,否,"
"2155","2155,女,环境工程,博士,出国,互联网,12000.0,武汉,1,是,"
"2156","2156,女,机械工程,博士,就业,医疗,1902888,成都,1,是,"
"2157","2157,男,环境工程,硕士,就业,建筑,15000.0,成都,2,是,"
"2158","2158,男,金融学,,自由职业,建筑,15000.0,杭州,3,否,"
"2159","2159,女,市场营销,博士,,制造业,4500.0,北京,3,是,"
"2160","2160,女,临床医学,本科,公务员,政府机关,10000.0,青岛,1,否,"
"2161","2161,女,机械工程,本科,创业,医疗,10000.0,广州,4,是,"
"2162","2162,男,,本科,考研,医疗,12500.0,成都,4,否,"
"2163","2163,女,,博士,公务员,互联网,,南京,2,是,"
"2164","2164,男,计算机,,自由职业,制造业,14000.0,西安,4.226185064389241,否,"
"2165","2165,女,计算机,本科,,建筑,14000.0,深圳,差,否,"
"2166","2166,女,计算机,,创业,制造业,,深圳,4,否,上海 "
"2167","2167,女,电子信息,硕士,创业,文化传媒,15764.919363725825,杭州,3,是,"
"2168","2168,男,金融学,本科,出国,银行,9000.0,成都,2,是,"
"2169","2169,其他1,土木工程,,就业,互联网,8000.0,成都,3,是,"
"2170","2170,女,计算机,本科,考研,建筑,6500.0,西安,5,是,"
"2171","2171,男,金融学,本科,出国,政府机关,9500.0,深圳,3,是,"
"2172","2172,男,计算机,,考研,互联网,13000.0,北京,3,否,"
"2173","2173,男,,本科,公务员,政府机关,5500.0,深圳,5,是,"
"2174","2174,男,市场营销,硕士,就业,互联网,8500.0,杭州,5,否,"
"2175","2175,女,计算机,,自由职业,政府机关,6500.0,武汉,3,否,"
"2176","2176, 女,市场营销,博士,创业,银行,9000.0,武汉,4,否,"
"2177","2177,男,汉语言文学,硕士,公务员,政府机关,13000.0,杭州,3,否,"
"2178","2178,女,电子信息,硕士,自由职业,银行,12500.0,武汉,2,否,"
"2179","2179,其他1,土木工程,本科,就业,文化传媒,4500.0,杭州,5,否,"
"2180","2180,女,临床医学,硕士,自由职业,政府机关,6500.0,深圳,2,是,"
"2181","2181,男,临床医学,硕士,公务员,文化传媒,-2555,青岛,5,是,"
"2182","2182,男,市场营销,硕士,公务员,医疗,12500.0,西安,2,是,"
"2183","2183,女,电子信息,本科,出国,互联网,10000.0,青岛,4,是,"
"2184","2184,女,,博士,就业,文化传媒,5500.0,深圳,1,否,"
"2185","2185,男,机械工程,,自由职业,文化传媒,5500.0,广州,2,是,"
"2186","2186,男,,硕士,出国,银行,4500.0,杭州,2,否,上海 "
"2187","2187,女,金融学,本科,考研,文化传媒,15000.0,武汉,2,是,"
"2188","2188,女,计算机,博士,自由职业,教育,10500.0,北京,5,是,"
"2189","2189, 女,计算机,博士,就业,文化传媒,9000.0,北京,3.489684698994985,是,"
"2190","2190, 女,机械工程,硕士,,文化传媒,13500.0,广州,1,是,"
"2191","2191,女,市场营销,硕士,公务员,银行,11000.0,上海,2,是,"
"2192","2192,男,金融学,博士,就业,建筑,14500.0,杭州,4,是,"
"2193","2193,女,机械工程,硕士,出国,教育,9500.0,广州,3,是,"
"2194","2194,女,金融学,硕士,自由职业,医疗,-6484,深圳,3,否,"
"2195","2195,男,土木工程,本科,就业,互联网,9000.0,上海,3,否,"
"2196","2196,女,,硕士,自由职业,互联网,-7531,武汉,2,是,上海 "
"2197","2197,女,计算机,博士,考研,文化传媒,9500.0,广州,3,否,"
"2198","2198,女,金融学,本科,自由职业,政府机关,10000.0,成都,3,是,"
"2199","2199, 女,金融学,硕士,,银行,13000.0,西安,5,是,"
"2200","2200,女,法学,,创业,医疗,-8408,深圳,5,是,"
"2201","2201,男,临床医学,硕士,自由职业,互联网,30283.885318941822,成都,5,否,"
"2202","2202,男,电子信息,本科,公务员,政府机关,9500.0,深圳,1,否,"
"2203","2203,男,环境工程,硕士,公务员,医疗,5500.0,北京,2,否,"
"2204","2204,女,汉语言文学,博士,创业,医疗,12500.0,广州,3,否,"
"2205","2205,男,环境工程,硕士,考研,建筑,11000.0,杭州,2.7543052574933524,否,"
"2206","2206,男,计算机,,创业,文化传媒,7500.0,青岛,1,否,"
"2207","2207,女,汉语言文学,硕士,公务员,建筑,9500.0,深圳,5,否,上海 "
"2208","2208,其他1,法学,博士,自由职业,建筑,-8970,成都,2,是,"
"2209","2209,女,金融学,硕士,公务员,制造业,4500.0,成都,2,否,"
"2210","2210,女,,本科,出国,文化传媒,-1670,西安,3,是,"
"2211","2211,女,汉语言文学,博士,创业,银行,12000.0,成都,5,是,"
"2212","2212,男,市场营销,硕士,出国,医疗,14000.0,青岛,3,是,"
"2213","2213,男,法学,本科,,文化传媒,8000.0,西安,1,否,"
"2214","2214,男,电子信息,硕士,考研,政府机关,15000.0,杭州,4,否,"
"2215","2215,女,,,公务员,教育,7500.0,广州,1,否,"
"2216","2216,男,环境工程,博士,自由职业,银行,9500.0,上海,5,否,"
"2217","2217,女,,博士,公务员,银行,11000.0,广州,2,是,"
"2218","2218,女,计算机,硕士,公务员,文化传媒,13500.0,杭州,5,否,上海 "
"2219","2219,男,,本科,创业,政府机关,10000.0,北京,5,否,"
"2220","2220,男,,博士,创业,互联网,13000.0,深圳,1,否,"
"2221","2221,男,临床医学,博士,出国,互联网,-5711,南京,3,否,"
"2222","2222,男,法学,本科,考研,政府机关,5000.0,上海,4,否,"
"2223","2223,女,汉语言文学,硕士,就业,银行,11500.0,杭州,3,是,"
"2224","2224,男,,硕士,公务员,银行,10500.0,上海,2,是,"
"2225","2225,男,土木工程,博士,创业,教育,28240.346011366502,成都,5,否,"
"2226","2226,女,临床医学,本科,出国,建筑,10500.0,北京,4,是,"
"2227","2227,女,土木工程,,创业,银行,11000.0,青岛,2,是,"
"2228","2228,男,土木工程,硕士,就业,银行,5000.0,上海,3,否,上海 "
"2229","2229,男,,本科,出国,政府机关,5500.0,上海,5,是,"
"2230","2230,女,市场营销,硕士,就业,银行,13500.0,西安,1,否,"
"2231","2231,男,,硕士,公务员,银行,6000.0,深圳,5,否,上海 "
"2232","2232,女,,硕士,创业,银行,未知,南京,3,是,"
"2233","2233,男,市场营销,博士,考研,银行,15000.0,南京,2,否,"
"2234","2234,男,电子信息,博士,公务员,互联网,未知,深圳,4,是,上海 "
"2235","2235,女,机械工程,,公务员,银行,11000.0,杭州,1,否,"
"2236","2236,男,法学,,创业,教育,15000.0,武汉,1,否,"
"2237","2237,女,临床医学,硕士,,文化传媒,13000.0,广州,2,否,"
"2238","2238,男,电子信息,本科,自由职业,教育,9500.0,深圳,2,否,"
"2239","2239, 女,法学,博士,考研,银行,-3213,成都,5,是,"
"2240","2240,男,土木工程,本科,,互联网,15000.0,杭州,3,否,"
"2241","2241,女,土木工程,硕士,就业,制造业,7500.0,武汉,3,否,"
"2242","2242,男,金融学,博士,创业,互联网,,上海,4,是,"
"2243","2243,女,机械工程,本科,公务员,政府机关,5500.0,西安,5,否,"
"2244","2244,男,机械工程,博士,出国,教育,12000.0,南京,1.7052686615093464,否,"
"2245","2245,女,,博士,出国,互联网,41305.820758772286,深圳,2,否,"
"2246","2246,其他1,汉语言文学,硕士,出国,文化传媒,,南京,1,是,"
"2247","2247,女,土木工程,硕士,出国,医疗,9500.0,上海,1,否,"
"2248","2248,女,环境工程,博士,公务员,制造业,,上海,2,否,"
"2249","2249,女,土木工程,硕士,出国,教育,2291695,西安,2,否,"
"2250","2250,男,法学,硕士,考研,建筑,8000.0,成都,5,否,"
"2251","2251,女,,硕士,出国,银行,10500.0,杭州,5,是,"
"2252","2252,男,临床医学,,出国,教育,4438038,上海,4,是,"
"2253","2253,女,汉语言文学,硕士,公务员,建筑,9500.0,深圳,2,是,上海 "
"2254","2254,男,市场营销,博士,公务员,文化传媒,4500.0,上海,3,是,"
"2255","2255,男,,,出国,建筑,10000.0,青岛,5,否,"
"2256","2256,其他1,,博士,出国,银行,15000.0,深圳,5,是,上海 "
"2257","2257,女,汉语言文学,本科,创业,文化传媒,5500.0,南京,5,是,上海 "
"2258","2258,女,,本科,自由职业,互联网,4000.0,成都,1,否,"
