ID,性别,专业,学历,毕业去向,就业行业,期望薪资,工作城市,满意度评分,是否有实习经历
2673,女,土木工程,博士,考研,医疗,10500,青岛,5,是
2674,女,汉语言文学,硕士,考研,文化传媒,12500,青岛,1,是
2675,女,环境工程,本科,创业,教育,8500,南京,2,否
2676,男,机械工程,硕士,出国,互联网,13500,南京,4,否
2677,男,土木工程,硕士,自由职业,医疗,14500,上海,2,否
2678,男,机械工程,本科,考研,建筑,14500,上海,3,是
2679,女,计算机,博士,就业,制造业,5500,南京,2,是
2680,男,临床医学,博士,创业,制造业,8000,广州,4,否
2681,男,市场营销,本科,创业,教育,5000,广州,3,是
2682,男,计算机,硕士,就业,银行,5500,上海,5,否
2683,女,汉语言文学,博士,创业,银行,6500,青岛,3,否
2684,女,电子信息,博士,自由职业,建筑,13000,北京,1,是
2685,女,临床医学,硕士,创业,制造业,14500,武汉,2,是
2686,女,法学,硕士,考研,制造业,11500,南京,5,是
2687,女,临床医学,硕士,就业,建筑,14000,广州,5,是
2688,男,计算机,博士,自由职业,政府机关,14000,青岛,3,否
2689,女,电子信息,硕士,创业,医疗,4000,北京,3,是
2690,男,计算机,本科,出国,教育,7500,杭州,5,否
2691,女,计算机,硕士,自由职业,制造业,8000,北京,5,是
2692,男,土木工程,博士,就业,建筑,5000,南京,2,否
2693,男,计算机,硕士,公务员,互联网,9000,深圳,4,否
2694,男,土木工程,本科,自由职业,教育,9000,上海,5,是
2695,男,环境工程,本科,创业,银行,7000,深圳,1,否
2696,男,环境工程,硕士,就业,教育,15000,成都,3,是
2697,男,汉语言文学,硕士,出国,银行,12500,武汉,1,否
2698,女,机械工程,博士,创业,教育,11500,武汉,3,是
2699,男,机械工程,硕士,自由职业,医疗,10000,深圳,2,是
2700,男,土木工程,博士,出国,文化传媒,4000,杭州,4,是
2701,女,机械工程,硕士,就业,医疗,6500,广州,1,是
2702,女,法学,硕士,出国,银行,6500,广州,3,否
2703,女,环境工程,硕士,自由职业,制造业,14500,广州,1,是
2704,女,汉语言文学,硕士,就业,互联网,4000,西安,4,是
2705,男,金融学,本科,创业,制造业,5000,广州,5,是
2706,女,环境工程,硕士,公务员,建筑,11000,深圳,1,否
2707,男,汉语言文学,硕士,创业,医疗,11000,青岛,1,否
2708,女,电子信息,博士,出国,文化传媒,4500,武汉,2,否
2709,女,土木工程,博士,考研,制造业,9500,成都,5,是
2710,男,计算机,博士,创业,银行,4000,杭州,1,否
2711,女,环境工程,本科,就业,政府机关,7500,深圳,2,是
2712,男,土木工程,硕士,公务员,银行,6000,武汉,4,否
2713,男,临床医学,硕士,考研,医疗,4000,西安,1,否
2714,男,临床医学,硕士,创业,互联网,15000,广州,3,是
2715,男,金融学,博士,公务员,制造业,10000,杭州,3,是
2716,男,计算机,硕士,考研,制造业,5000,武汉,5,否
2717,男,临床医学,博士,公务员,文化传媒,5500,杭州,2,否
2718,男,电子信息,博士,考研,银行,9500,杭州,4,是
2719,女,金融学,本科,出国,互联网,15000,南京,3,是
2720,男,计算机,本科,出国,互联网,6500,成都,5,是
2721,男,环境工程,博士,自由职业,文化传媒,12000,北京,3,否
2722,男,法学,硕士,就业,银行,14000,南京,4,是
2723,男,法学,博士,公务员,制造业,5500,广州,2,是
2724,女,土木工程,硕士,公务员,政府机关,11500,深圳,1,否
2725,男,土木工程,博士,自由职业,建筑,8500,西安,5,否
2726,女,电子信息,博士,考研,文化传媒,8500,成都,4,是
2727,男,金融学,本科,公务员,互联网,12000,成都,1,是
2728,女,法学,博士,公务员,医疗,9000,北京,2,否
2729,男,临床医学,硕士,考研,文化传媒,5500,广州,5,是
2730,男,环境工程,硕士,出国,医疗,11500,成都,5,否
2731,女,法学,博士,就业,教育,6500,杭州,4,是
2732,女,法学,硕士,就业,教育,12000,上海,5,否
2733,男,环境工程,硕士,出国,银行,11000,广州,1,否
2734,女,金融学,本科,出国,建筑,7000,武汉,3,是
2735,男,金融学,硕士,自由职业,建筑,12000,西安,4,是
2736,男,法学,本科,考研,银行,8000,武汉,5,否
2737,男,土木工程,本科,创业,互联网,7500,武汉,3,否
2738,男,机械工程,本科,出国,建筑,14500,成都,2,否
2739,女,金融学,硕士,创业,建筑,9500,深圳,4,否
2740,女,金融学,本科,自由职业,政府机关,9000,武汉,4,是
2741,男,机械工程,本科,自由职业,建筑,11500,武汉,3,否
2742,男,计算机,本科,考研,互联网,5500,杭州,1,否
2743,男,法学,硕士,公务员,文化传媒,7000,深圳,5,是
2744,男,临床医学,博士,出国,文化传媒,9000,武汉,5,是
2745,男,金融学,本科,出国,文化传媒,11500,青岛,5,是
2746,女,土木工程,博士,考研,文化传媒,9500,上海,2,是
2747,男,计算机,博士,出国,医疗,13500,广州,5,是
2748,女,临床医学,本科,公务员,文化传媒,11500,杭州,1,是
2749,男,法学,硕士,就业,建筑,6500,上海,2,否
2750,男,法学,本科,考研,医疗,5500,上海,5,否
2751,男,土木工程,博士,自由职业,互联网,11000,上海,2,否
2752,女,土木工程,博士,公务员,制造业,9500,南京,3,否
2753,女,计算机,硕士,公务员,政府机关,8500,成都,1,否
2754,男,环境工程,博士,创业,医疗,5000,北京,1,是
2755,女,土木工程,本科,考研,政府机关,5500,杭州,5,是
2756,女,金融学,本科,公务员,政府机关,14000,深圳,3,是
2757,男,环境工程,硕士,就业,教育,8500,武汉,2,是
2758,女,市场营销,博士,自由职业,制造业,11500,西安,5,否
2759,女,计算机,博士,创业,银行,10000,上海,5,否
2760,女,土木工程,博士,考研,制造业,14500,北京,3,是
2761,女,电子信息,硕士,出国,银行,12500,广州,5,否
2762,男,市场营销,硕士,出国,医疗,14500,深圳,4,否
2763,女,计算机,博士,公务员,政府机关,9000,南京,4,否
2764,男,市场营销,硕士,就业,互联网,9500,武汉,2,是
2765,女,土木工程,博士,就业,政府机关,11000,武汉,4,是
2766,男,环境工程,本科,考研,政府机关,15000,西安,5,是
2767,男,环境工程,博士,自由职业,教育,14500,广州,4,是
2768,男,环境工程,硕士,考研,文化传媒,7000,深圳,5,否
2769,男,环境工程,硕士,就业,制造业,15000,广州,3,否
2770,女,金融学,博士,创业,制造业,6000,上海,2,否
2771,男,市场营销,本科,出国,建筑,11000,北京,3,是
2772,女,环境工程,博士,就业,建筑,15000,杭州,4,否
2773,男,临床医学,博士,出国,文化传媒,5500,深圳,1,否
2774,女,土木工程,本科,考研,制造业,14500,北京,5,是
2775,男,计算机,硕士,创业,建筑,15000,西安,2,是
2776,男,电子信息,博士,自由职业,建筑,5000,杭州,4,否
2777,女,电子信息,博士,自由职业,建筑,12000,成都,5,是
2778,男,法学,本科,就业,医疗,13000,广州,3,否
2779,男,土木工程,本科,就业,制造业,8500,上海,4,是
2780,女,计算机,硕士,出国,文化传媒,5000,广州,4,是
2781,男,机械工程,博士,就业,制造业,4000,西安,4,是
2782,男,金融学,博士,创业,银行,12000,武汉,3,否
2783,男,临床医学,本科,创业,政府机关,13500,武汉,4,是
2784,女,汉语言文学,硕士,自由职业,银行,5000,北京,4,是
2785,女,汉语言文学,博士,公务员,建筑,9500,成都,5,是
2786,男,计算机,本科,自由职业,建筑,6500,武汉,5,是
2787,男,汉语言文学,本科,出国,文化传媒,9000,杭州,2,是
2788,男,机械工程,博士,出国,制造业,7500,深圳,5,否
2789,男,计算机,硕士,考研,建筑,12000,青岛,2,否
2790,男,环境工程,硕士,考研,政府机关,12500,成都,1,否
2791,女,机械工程,硕士,自由职业,制造业,9000,深圳,1,否
2792,女,市场营销,硕士,考研,建筑,10000,北京,5,否
2793,男,市场营销,硕士,考研,银行,4000,成都,2,是
2794,男,环境工程,硕士,就业,政府机关,15000,西安,4,是
2795,女,机械工程,本科,创业,制造业,14500,广州,3,是
2796,女,市场营销,本科,自由职业,互联网,9500,武汉,4,是
2797,女,机械工程,博士,创业,建筑,5000,杭州,1,是
2798,女,市场营销,硕士,创业,文化传媒,11500,杭州,1,否
2799,男,土木工程,博士,自由职业,文化传媒,10000,西安,1,是
2800,女,环境工程,本科,创业,制造业,7500,杭州,4,是
2801,男,市场营销,本科,考研,文化传媒,8500,武汉,3,是
2802,女,计算机,本科,考研,互联网,4000,青岛,2,否
2803,女,环境工程,博士,出国,教育,7000,武汉,4,否
2804,女,机械工程,博士,就业,制造业,13500,北京,4,否
2805,女,电子信息,博士,就业,银行,8000,广州,5,是
2806,男,机械工程,硕士,就业,医疗,12000,青岛,1,是
2807,女,环境工程,硕士,公务员,政府机关,7500,深圳,2,否
2808,男,市场营销,本科,公务员,互联网,11500,武汉,5,否
2809,男,电子信息,硕士,公务员,医疗,12000,青岛,4,否
2810,女,机械工程,博士,创业,文化传媒,4500,成都,1,否
2811,女,机械工程,本科,考研,文化传媒,6500,北京,5,否
2812,女,电子信息,博士,自由职业,制造业,4000,广州,2,否
2813,男,计算机,硕士,考研,互联网,5000,南京,5,否
2814,女,市场营销,博士,公务员,银行,13500,武汉,4,是
2815,男,环境工程,博士,公务员,文化传媒,14500,青岛,5,是
2816,女,环境工程,博士,考研,教育,13500,青岛,5,是
2817,男,土木工程,本科,自由职业,建筑,15000,杭州,3,否
2818,女,机械工程,博士,公务员,银行,4500,西安,1,否
2819,女,金融学,本科,公务员,互联网,5500,武汉,4,是
2820,男,金融学,博士,就业,文化传媒,6000,南京,1,是
2821,男,临床医学,博士,公务员,政府机关,4000,杭州,1,是
2822,女,汉语言文学,博士,公务员,银行,4000,深圳,5,是
2823,男,汉语言文学,硕士,考研,银行,5500,北京,2,否
2824,女,电子信息,硕士,考研,文化传媒,12500,南京,1,否
2825,男,电子信息,博士,公务员,银行,14500,南京,5,否
2826,男,机械工程,本科,就业,互联网,10500,上海,2,是
2827,男,临床医学,博士,自由职业,建筑,6500,成都,2,是
2828,女,计算机,博士,创业,建筑,10500,南京,1,否
2829,女,土木工程,博士,公务员,制造业,11000,深圳,4,否
2830,女,电子信息,硕士,创业,银行,14500,杭州,3,否
2831,男,金融学,硕士,公务员,银行,12000,南京,3,否
2832,女,市场营销,本科,公务员,教育,12000,北京,5,是
2833,女,法学,本科,创业,政府机关,13500,成都,2,是
2834,男,电子信息,硕士,公务员,银行,13500,北京,5,是
2835,男,汉语言文学,博士,考研,医疗,11500,北京,4,否
2836,男,土木工程,本科,公务员,医疗,9500,成都,2,否
2837,女,市场营销,博士,考研,互联网,4000,西安,5,是
2838,女,电子信息,博士,自由职业,教育,8500,深圳,4,否
2839,男,临床医学,本科,就业,制造业,9000,成都,4,是
2840,男,电子信息,硕士,就业,文化传媒,11500,青岛,5,是
2841,男,汉语言文学,硕士,公务员,互联网,8500,深圳,1,是
2842,男,电子信息,硕士,出国,教育,4500,西安,3,否
2843,男,金融学,硕士,创业,文化传媒,12500,青岛,4,否
2844,男,临床医学,硕士,自由职业,教育,8500,北京,1,是
2845,女,汉语言文学,硕士,公务员,文化传媒,14000,北京,4,否
2846,男,汉语言文学,硕士,自由职业,银行,6500,杭州,4,否
2847,女,环境工程,本科,自由职业,医疗,5500,南京,5,是
2848,女,市场营销,本科,出国,教育,11000,北京,3,否
2849,男,土木工程,博士,出国,建筑,9000,南京,5,是
2850,女,汉语言文学,硕士,出国,银行,14500,广州,4,否
2851,男,市场营销,博士,创业,制造业,8500,成都,2,是
2852,男,机械工程,硕士,自由职业,医疗,12000,深圳,3,否
2853,男,环境工程,本科,就业,互联网,15000,北京,5,否
2854,男,临床医学,本科,公务员,政府机关,5000,武汉,5,否
2855,女,临床医学,硕士,就业,制造业,7500,青岛,4,否
2856,男,临床医学,硕士,考研,文化传媒,10500,北京,4,是
2857,男,金融学,博士,自由职业,制造业,10500,西安,3,是
2858,男,临床医学,博士,考研,文化传媒,9000,南京,1,否
2859,男,土木工程,本科,考研,医疗,14000,青岛,4,否
2860,男,金融学,硕士,出国,教育,5500,北京,3,否
2861,男,临床医学,本科,出国,政府机关,12500,成都,1,是
2862,女,环境工程,博士,自由职业,互联网,4500,西安,3,否
2863,女,计算机,博士,出国,医疗,12000,广州,2,是
2864,女,金融学,本科,创业,医疗,14000,青岛,4,是
2865,女,土木工程,博士,创业,医疗,7500,深圳,2,否
2866,女,电子信息,硕士,自由职业,文化传媒,9000,成都,5,是
2867,女,市场营销,本科,就业,政府机关,6500,青岛,2,否
2868,女,机械工程,硕士,公务员,建筑,9500,武汉,5,是
2869,女,土木工程,博士,自由职业,教育,13500,杭州,1,否
2870,男,汉语言文学,硕士,自由职业,制造业,12000,西安,1,否
2871,男,计算机,博士,考研,教育,10500,上海,4,否
2872,女,市场营销,本科,考研,互联网,14000,青岛,4,否
2873,女,环境工程,本科,就业,医疗,6500,成都,4,否
2874,男,法学,博士,自由职业,医疗,11500,深圳,2,否
2875,女,电子信息,博士,创业,制造业,8500,广州,3,否
2876,男,土木工程,博士,公务员,银行,8000,深圳,5,否
2877,女,法学,硕士,自由职业,银行,6500,成都,1,是
2878,男,临床医学,博士,考研,医疗,5000,成都,4,是
2879,男,市场营销,硕士,考研,互联网,7500,杭州,5,是
2880,女,市场营销,硕士,考研,医疗,10500,成都,5,否
2881,男,计算机,博士,自由职业,互联网,9500,成都,2,是
2882,女,法学,本科,自由职业,教育,4000,成都,5,是
2883,女,市场营销,本科,出国,教育,10500,北京,1,否
2884,女,市场营销,博士,自由职业,教育,9000,武汉,2,否
2885,男,计算机,硕士,考研,医疗,15000,深圳,2,是
2886,男,计算机,本科,就业,政府机关,4000,西安,5,否
2887,女,临床医学,硕士,出国,互联网,7500,武汉,4,是
2888,男,机械工程,博士,就业,文化传媒,8000,深圳,3,是
2889,女,计算机,本科,公务员,制造业,13000,南京,4,否
2890,男,土木工程,硕士,公务员,医疗,9500,上海,1,是
2891,女,计算机,博士,出国,互联网,8500,上海,4,否
2892,男,汉语言文学,硕士,自由职业,医疗,4000,广州,3,否
2893,女,土木工程,硕士,自由职业,文化传媒,4000,上海,1,是
2894,男,计算机,博士,出国,政府机关,10500,广州,3,否
2895,女,临床医学,本科,公务员,医疗,12500,广州,2,否
2896,女,机械工程,博士,自由职业,建筑,8500,武汉,4,否
2897,男,市场营销,硕士,自由职业,建筑,7500,深圳,4,是
2898,女,金融学,硕士,公务员,文化传媒,15000,杭州,4,否
2899,女,计算机,本科,考研,建筑,7000,深圳,3,否
2900,女,金融学,硕士,出国,文化传媒,14500,西安,3,是
2901,男,电子信息,本科,出国,教育,6000,成都,1,否
2902,女,法学,硕士,自由职业,政府机关,10000,杭州,4,是
2903,女,法学,本科,出国,医疗,5500,深圳,1,是
2904,女,汉语言文学,博士,公务员,银行,8000,武汉,3,是
2905,男,土木工程,硕士,出国,医疗,4000,北京,3,否
2906,男,临床医学,硕士,公务员,互联网,6500,青岛,3,否
2907,女,市场营销,本科,创业,制造业,13500,杭州,3,是
2908,女,土木工程,博士,创业,政府机关,11000,北京,2,否
2909,女,市场营销,本科,考研,互联网,10500,深圳,2,是
2910,男,土木工程,本科,自由职业,银行,11000,西安,1,是
2911,女,土木工程,硕士,就业,政府机关,14500,上海,3,否
2912,男,法学,硕士,考研,制造业,10000,广州,2,否
2913,男,土木工程,硕士,就业,制造业,7500,成都,3,是
2914,男,法学,硕士,公务员,建筑,11500,南京,3,否
2915,男,土木工程,博士,公务员,医疗,6500,深圳,4,否
2916,男,临床医学,本科,自由职业,教育,5000,武汉,4,否
2917,女,法学,本科,创业,医疗,5500,武汉,3,否
2918,女,机械工程,博士,公务员,教育,5500,北京,5,是
2919,女,金融学,硕士,出国,制造业,11000,北京,1,否
2920,男,环境工程,博士,出国,互联网,7000,杭州,1,是
2921,男,汉语言文学,本科,考研,银行,11000,青岛,4,是
2922,男,金融学,本科,就业,政府机关,6000,上海,5,否
2923,女,汉语言文学,硕士,创业,银行,4500,青岛,3,否
2924,女,环境工程,硕士,就业,教育,6000,深圳,4,否
2925,男,市场营销,本科,创业,政府机关,10000,深圳,2,否
